MS-DRG 	FY 2010 Final Rule Post-Acute DRG	FY 2010 Final Rule Special Pay DRG	MDC	TYPE	MS-DRG Title	Weights	Geometric mean LOS	Arithmetic mean LOS
618	Yes	No	10	SURG	"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC"	1.2713	5.0	6.1
619	No	No	10	SURG	O.R. PROCEDURES FOR OBESITY W MCC	3.5839	5.0	7.9
620	No	No	10	SURG	O.R. PROCEDURES FOR OBESITY W CC	1.8258	2.6	3.4
621	No	No	10	SURG	O.R. PROCEDURES FOR OBESITY W/O CC/MCC	1.45	1.7	1.9
622	Yes	No	10	SURG	"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC"	4.2285	11.3	16.0
623	Yes	No	10	SURG	"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC"	2.0271	6.9	8.9
624	Yes	No	10	SURG	"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC"	1.1304	4.5	5.6
625	No	No	10	SURG	"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC"	2.238	4.7	7.1
626	No	No	10	SURG	"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC"	1.1339	2.0	3.0
627	No	No	10	SURG	"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC"	0.7545	1.3	1.4
628	Yes	No	10	SURG	"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC"	3.3978	7.4	11.1
629	Yes	No	10	SURG	"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC"	2.3003	6.8	8.5
630	Yes	No	10	SURG	"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC"	1.4359	3.5	4.8
637	Yes	No	10	MED	DIABETES W MCC	1.3303	4.4	5.8
638	Yes	No	10	MED	DIABETES W CC	0.8263	3.3	4.2
639	Yes	No	10	MED	DIABETES W/O CC/MCC	0.5547	2.4	2.9
640	Yes	No	10	MED	NUTRITIONAL & MISC METABOLIC DISORDERS W MCC	1.0896	3.7	5.1
641	Yes	No	10	MED	NUTRITIONAL & MISC METABOLIC DISORDERS W/O MCC	0.6843	3.0	3.7
642	No	No	10	MED	INBORN ERRORS OF METABOLISM	1.0463	3.6	4.9
643	Yes	No	10	MED	ENDOCRINE DISORDERS W MCC	1.6325	5.8	7.3
644	Yes	No	10	MED	ENDOCRINE DISORDERS W CC	1.0453	4.2	5.3
645	Yes	No	10	MED	ENDOCRINE DISORDERS W/O CC/MCC	0.7187	3.0	3.7
652	No	No	11	SURG	KIDNEY TRANSPLANT	2.9736	6.5	7.5
653	Yes	No	11	SURG	MAJOR BLADDER PROCEDURES W MCC	5.8189	13.3	16.5
654	Yes	No	11	SURG	MAJOR BLADDER PROCEDURES W CC	2.8942	8.3	9.4
655	Yes	No	11	SURG	MAJOR BLADDER PROCEDURES W/O CC/MCC	1.918	5.0	5.9
656	No	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC	3.2592	7.7	9.9
657	No	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC	1.8523	4.8	5.6
658	No	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC	1.3668	3.0	3.4
659	Yes	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC	3.2812	7.8	10.7
660	Yes	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC	1.8136	4.4	6.0
661	Yes	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC	1.2817	2.4	3.0
662	No	No	11	SURG	MINOR BLADDER PROCEDURES W MCC	2.7753	7.4	10.2
663	No	No	11	SURG	MINOR BLADDER PROCEDURES W CC	1.3713	3.4	4.9
664	No	No	11	SURG	MINOR BLADDER PROCEDURES W/O CC/MCC	1.0193	1.5	1.9
665	No	No	11	SURG	PROSTATECTOMY W MCC	2.8052	9.0	11.4
666	No	No	11	SURG	PROSTATECTOMY W CC	1.5506	4.1	6.1
667	No	No	11	SURG	PROSTATECTOMY W/O CC/MCC	0.7615	1.8	2.3
668	No	No	11	SURG	TRANSURETHRAL PROCEDURES W MCC	2.2481	6.1	8.4
669	No	No	11	SURG	TRANSURETHRAL PROCEDURES W CC	1.1938	3.0	4.2
670	No	No	11	SURG	TRANSURETHRAL PROCEDURES W/O CC/MCC	0.7573	1.8	2.3
671	No	No	11	SURG	URETHRAL PROCEDURES W CC/MCC	1.4698	4.0	6.0
672	No	No	11	SURG	URETHRAL PROCEDURES W/O CC/MCC	0.7699	1.9	2.4
673	No	No	11	SURG	OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC	2.9192	5.7	9.7
674	No	No	11	SURG	OTHER KIDNEY & URINARY TRACT PROCEDURES W CC	2.0576	4.5	6.8
675	No	No	11	SURG	OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC	1.3129	1.5	2.1
682	Yes	No	11	MED	RENAL FAILURE W MCC	1.6422	5.1	7.0
683	Yes	No	11	MED	RENAL FAILURE W CC	1.0523	4.2	5.2
684	Yes	No	11	MED	RENAL FAILURE W/O CC/MCC	0.6746	2.9	3.5
685	No	No	11	MED	ADMIT FOR RENAL DIALYSIS	0.8994	2.5	3.4
686	No	No	11	MED	KIDNEY & URINARY TRACT NEOPLASMS W MCC	1.5362	5.5	7.3
687	No	No	11	MED	KIDNEY & URINARY TRACT NEOPLASMS W CC	1.026	3.9	5.1
688	No	No	11	MED	KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC	0.6852	2.3	3.0
689	Yes	No	11	MED	KIDNEY & URINARY TRACT INFECTIONS W MCC	1.2122	4.8	6.0
690	Yes	No	11	MED	KIDNEY & URINARY TRACT INFECTIONS W/O MCC	0.7708	3.5	4.2
691	No	No	11	MED	URINARY STONES W ESW LITHOTRIPSY W CC/MCC	1.4711	3.1	4.1
692	No	No	11	MED	URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC	1.1044	1.9	2.3
693	No	No	11	MED	URINARY STONES W/O ESW LITHOTRIPSY W MCC	1.1496	3.5	4.6
694	No	No	11	MED	URINARY STONES W/O ESW LITHOTRIPSY W/O MCC	0.6539	2.0	2.5
695	No	No	11	MED	KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC	1.2396	4.2	5.7
696	No	No	11	MED	KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC	0.6453	2.6	3.2
697	No	No	11	MED	URETHRAL STRICTURE	0.814	2.5	3.5
698	Yes	No	11	MED	OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC	1.4877	5.0	6.6
699	Yes	No	11	MED	OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC	0.9518	3.7	4.7
700	Yes	No	11	MED	OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC	0.6533	2.6	3.3
707	No	No	12	SURG	MAJOR MALE PELVIC PROCEDURES W CC/MCC	1.6691	3.2	4.2
708	No	No	12	SURG	MAJOR MALE PELVIC PROCEDURES W/O CC/MCC	1.2024	1.7	2.0
709	No	No	12	SURG	PENIS PROCEDURES W CC/MCC	1.835	3.6	6.0
710	No	No	12	SURG	PENIS PROCEDURES W/O CC/MCC	1.3227	1.3	1.6
711	No	No	12	SURG	TESTES PROCEDURES W CC/MCC	1.7128	5.0	7.4
712	No	No	12	SURG	TESTES PROCEDURES W/O CC/MCC	0.7666	1.9	2.6
713	No	No	12	SURG	TRANSURETHRAL PROSTATECTOMY W CC/MCC	1.1285	2.9	4.1
714	No	No	12	SURG	TRANSURETHRAL PROSTATECTOMY W/O CC/MCC	0.6364	1.6	1.9
715	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC	1.746	4.1	6.3
716	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC	1.0053	1.3	1.5
717	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC	1.6782	4.8	6.8
718	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC	0.7921	2.0	2.7
722	No	No	12	MED	"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC"	1.4962	5.4	7.0
723	No	No	12	MED	"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC"	0.9732	3.9	5.1
724	No	No	12	MED	"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC"	0.6288	2.1	2.8
725	No	No	12	MED	BENIGN PROSTATIC HYPERTROPHY W MCC	1.0685	3.9	5.1
726	No	No	12	MED	BENIGN PROSTATIC HYPERTROPHY W/O MCC	0.6979	2.8	3.5
727	No	No	12	MED	INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC	1.3162	5.0	6.4
728	No	No	12	MED	INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC	0.7331	3.3	4.1
729	No	No	12	MED	OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC	0.9642	3.7	4.9
730	No	No	12	MED	OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC	0.5786	2.3	2.8
734	No	No	13	SURG	"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC"	2.5091	5.6	7.7
735	No	No	13	SURG	"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC"	1.137	2.5	3.0
736	No	No	13	SURG	UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC	4.349	11.4	14.0
737	No	No	13	SURG	UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC	1.9651	5.8	6.8
738	No	No	13	SURG	UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC	1.1766	3.3	3.7
739	No	No	13	SURG	"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC"	3.0553	7.7	10.0
740	No	No	13	SURG	"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC"	1.5028	4.1	4.9
741	No	No	13	SURG	"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC"	1.0568	2.4	2.8
742	No	No	13	SURG	UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC	1.3481	3.3	4.3
743	No	No	13	SURG	UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC	0.8787	1.9	2.2
744	No	No	13	SURG	"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC"	1.4699	4.1	5.7
745	No	No	13	SURG	"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC"	0.7721	2.0	2.5
746	No	No	13	SURG	"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC"	1.2251	2.9	4.0
747	No	No	13	SURG	"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC"	0.8471	1.6	1.8
748	No	No	13	SURG	FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES	0.8784	1.5	1.7
749	No	No	13	SURG	OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC	2.4378	6.6	9.1
750	No	No	13	SURG	OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC	1.0159	2.3	3.0
754	No	No	13	MED	"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC"	1.8829	6.2	8.5
755	No	No	13	MED	"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC"	1.1184	4.1	5.5
756	No	No	13	MED	"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC"	0.5883	2.2	2.9
757	No	No	13	MED	"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC"	1.7189	6.5	8.4
758	No	No	13	MED	"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC"	1.098	4.8	5.9
759	No	No	13	MED	"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC"	0.7719	3.6	4.4
760	No	No	13	MED	MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC	0.7992	3.0	3.9
761	No	No	13	MED	MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC	0.4952	1.9	2.4
765	No	No	14	SURG	CESAREAN SECTION W CC/MCC	1.1083	4.0	5.2
766	No	No	14	SURG	CESAREAN SECTION W/O CC/MCC	0.7526	2.9	3.0
767	No	No	14	SURG	VAGINAL DELIVERY W STERILIZATION &/OR D&C	0.8389	2.5	3.0
768	No	No	14	SURG	VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C	1.7754	0.0	0.0
769	No	No	14	SURG	POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE	1.89	3.9	6.9
770	No	No	14	SURG	"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY"	0.5367	1.5	1.9
774	No	No	14	MED	VAGINAL DELIVERY W COMPLICATING DIAGNOSES	0.6873	2.6	3.3
775	No	No	14	MED	VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES	0.4971	2.1	2.3
776	No	No	14	MED	POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE	0.6808	2.6	3.5
777	No	No	14	MED	ECTOPIC PREGNANCY	0.7786	1.9	2.3
778	No	No	14	MED	THREATENED ABORTION	0.4229	1.9	3.0
779	No	No	14	MED	ABORTION W/O D&C	0.4386	1.6	2.1
780	No	No	14	MED	FALSE LABOR	0.2023	1.2	1.3
781	No	No	14	MED	OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS	0.6357	2.7	3.8
782	No	No	14	MED	OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS	0.4504	1.7	2.4
789	No	No	15	MED	"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY"	1.4583	0.0	0.0
790	No	No	15	MED	"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE"	4.809	0.0	0.0
791	No	No	15	MED	PREMATURITY W MAJOR PROBLEMS	3.2844	0.0	0.0
792	No	No	15	MED	PREMATURITY W/O MAJOR PROBLEMS	1.9817	0.0	0.0
793	No	No	15	MED	FULL TERM NEONATE W MAJOR PROBLEMS	3.3738	0.0	0.0
794	No	No	15	MED	NEONATE W OTHER SIGNIFICANT PROBLEMS	1.1941	0.0	0.0
795	No	No	15	MED	NORMAL NEWBORN	0.1617	0.0	0.0
799	No	No	16	SURG	SPLENECTOMY W MCC	5.1087	10.5	13.7
800	No	No	16	SURG	SPLENECTOMY W CC	2.5315	5.7	7.4
801	No	No	16	SURG	SPLENECTOMY W/O CC/MCC	1.5865	3.2	4.0
802	No	No	16	SURG	OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC	3.4788	8.8	11.9
803	No	No	16	SURG	OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC	1.768	4.9	6.9
804	No	No	16	SURG	OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC	1.0388	2.4	3.2
808	No	No	16	MED	MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC	2.0487	6.3	8.2
809	No	No	16	MED	MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC	1.1725	4.1	5.2
810	No	No	16	MED	MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC	0.8689	3.1	3.9
811	No	No	16	MED	RED BLOOD CELL DISORDERS W MCC	1.2431	3.9	5.4
812	No	No	16	MED	RED BLOOD CELL DISORDERS W/O MCC	0.7751	2.8	3.7
813	No	No	16	MED	COAGULATION DISORDERS	1.3846	3.7	5.2
814	No	No	16	MED	RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC	1.5144	5.1	6.8
815	No	No	16	MED	RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC	0.9596	3.6	4.6
816	No	No	16	MED	RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC	0.6953	2.7	3.4
820	No	No	17	SURG	LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC	5.3673	12.8	16.8
821	No	No	17	SURG	LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC	2.2672	5.2	7.5
822	No	No	17	SURG	LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC	1.1632	2.4	3.3
823	No	No	17	SURG	LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC	3.901	11.5	14.8
824	No	No	17	SURG	LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC	2.152	6.3	8.6
825	No	No	17	SURG	LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC	1.2003	2.9	4.1
826	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC	4.5104	11.7	14.9
827	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC	2.0111	5.2	6.9
828	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC	1.2384	2.8	3.5
829	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC	2.6088	6.4	9.6
830	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC	0.9784	2.3	3.1
834	No	No	17	MED	ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC	4.3709	9.3	15.1
835	No	No	17	MED	ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC	2.4817	5.9	9.7
836	No	No	17	MED	ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC	1.2595	3.2	4.9
837	No	No	17	MED	CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC	6.3616	18.1	23.4
838	No	No	17	MED	CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT	3.0949	8.5	12.9
839	No	No	17	MED	CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC	1.2496	4.8	5.9
840	Yes	No	17	MED	LYMPHOMA & NON-ACUTE LEUKEMIA W MCC	2.7258	7.7	10.5
841	Yes	No	17	MED	LYMPHOMA & NON-ACUTE LEUKEMIA W CC	1.5071	5.0	6.7
842	Yes	No	17	MED	LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC	0.9803	3.2	4.3
843	No	No	17	MED	OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC	1.6852	5.9	7.9
844	No	No	17	MED	OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC	1.1997	4.5	6.0
845	No	No	17	MED	OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC	0.8043	3.1	4.1
846	No	No	17	MED	CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC	2.1717	6.0	8.5
847	No	No	17	MED	CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC	0.9451	2.7	3.4
848	No	No	17	MED	CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC	0.8235	2.5	3.2
849	No	No	17	MED	RADIOTHERAPY	1.2837	4.4	6.2
853	Yes	No	18	SURG	INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC	5.4946	12.5	16.3
854	Yes	No	18	SURG	INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC	2.729	8.8	10.8
855	Yes	No	18	SURG	INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC	1.704	5.5	7.3
856	Yes	No	18	SURG	POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC	4.9249	11.4	15.5
857	Yes	No	18	SURG	POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC	2.0439	6.3	8.1
858	Yes	No	18	SURG	POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC	1.3521	4.4	5.5
862	Yes	No	18	MED	POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC	1.9008	6.0	8.0
863	Yes	No	18	MED	POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC	0.9702	4.1	5.1
864	No	No	18	MED	FEVER	0.8153	3.1	3.9
865	No	No	18	MED	VIRAL ILLNESS W MCC	1.3601	4.4	6.2
866	No	No	18	MED	VIRAL ILLNESS W/O MCC	0.6736	2.8	3.5
867	Yes	No	18	MED	OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC	2.3705	6.9	9.4
868	Yes	No	18	MED	OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC	1.068	4.2	5.4
869	Yes	No	18	MED	OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC	0.7419	3.3	4.1
870	Yes	No	18	MED	SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS	5.8007	12.9	15.5
871	Yes	No	18	MED	SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC	1.8437	5.4	7.3
872	Yes	No	18	MED	SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC	1.1155	4.6	5.6
876	No	No	19	SURG	O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS	2.5892	8.0	13.1
880	No	No	19	MED	ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION	0.6191	2.4	3.2
881	No	No	19	MED	DEPRESSIVE NEUROSES	0.6048	3.1	4.3
882	No	No	19	MED	NEUROSES EXCEPT DEPRESSIVE	0.6676	3.1	4.4
883	No	No	19	MED	DISORDERS OF PERSONALITY & IMPULSE CONTROL	1.1188	4.9	8.2
884	Yes	No	19	MED	ORGANIC DISTURBANCES & MENTAL RETARDATION	0.9452	4.2	5.6
885	No	No	19	MED	PSYCHOSES	0.8899	5.5	7.5
886	No	No	19	MED	BEHAVIORAL & DEVELOPMENTAL DISORDERS	0.7895	3.7	6.0
887	No	No	19	MED	OTHER MENTAL DISORDER DIAGNOSES	0.8336	3.1	4.7
894	No	No	20	MED	"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA"	0.4021	2.1	2.9
895	No	No	20	MED	ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY	0.9742	8.2	10.6
896	Yes	No	20	MED	ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC	1.4155	4.9	6.8
897	Yes	No	20	MED	ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC	0.6288	3.2	4.0
901	No	No	21	SURG	WOUND DEBRIDEMENTS FOR INJURIES W MCC	4.0545	10.0	15.0
902	No	No	21	SURG	WOUND DEBRIDEMENTS FOR INJURIES W CC	1.785	5.7	8.0
903	No	No	21	SURG	WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC	1.0137	3.3	4.5
904	No	No	21	SURG	SKIN GRAFTS FOR INJURIES W CC/MCC	2.8601	7.3	11.3
905	No	No	21	SURG	SKIN GRAFTS FOR INJURIES W/O CC/MCC	1.0901	3.4	4.6
906	No	No	21	SURG	HAND PROCEDURES FOR INJURIES	0.9991	2.1	3.1
907	Yes	No	21	SURG	OTHER O.R. PROCEDURES FOR INJURIES W MCC	3.8072	8.1	11.6
908	Yes	No	21	SURG	OTHER O.R. PROCEDURES FOR INJURIES W CC	1.8736	4.7	6.5
909	Yes	No	21	SURG	OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC	1.1135	2.6	3.4
913	No	No	21	MED	TRAUMATIC INJURY W MCC	1.3473	4.2	6.0
914	No	No	21	MED	TRAUMATIC INJURY W/O MCC	0.6789	2.6	3.4
915	No	No	21	MED	ALLERGIC REACTIONS W MCC	1.2545	3.3	4.6
916	No	No	21	MED	ALLERGIC REACTIONS W/O MCC	0.4513	1.7	2.1
917	Yes	No	21	MED	POISONING & TOXIC EFFECTS OF DRUGS W MCC	1.4449	3.7	5.2
918	Yes	No	21	MED	POISONING & TOXIC EFFECTS OF DRUGS W/O MCC	0.5839	2.0	2.7
919	No	No	21	MED	COMPLICATIONS OF TREATMENT W MCC	1.5883	4.4	6.3
920	No	No	21	MED	COMPLICATIONS OF TREATMENT W CC	0.9405	3.2	4.3
921	No	No	21	MED	COMPLICATIONS OF TREATMENT W/O CC/MCC	0.6121	2.3	2.8
922	No	No	21	MED	"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC"	1.3114	3.8	5.5
923	No	No	21	MED	"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC"	0.6556	2.3	3.2
927	No	No	22	SURG	EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W SKIN GRAFT	13.7351	24.4	32.7
928	No	No	22	SURG	FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC	5.3052	11.7	16.4
929	No	No	22	SURG	FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC	2.0086	5.0	7.4
933	No	No	22	MED	EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W/O SKIN GRAFT	2.3081	2.4	5.7
934	No	No	22	MED	FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ	1.3403	4.2	6.2
935	No	No	22	MED	NON-EXTENSIVE BURNS	1.2507	3.5	5.3
939	No	No	23	SURG	O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC	2.8593	7.2	10.9
940	No	No	23	SURG	O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC	1.6821	3.5	5.7
941	No	No	23	SURG	O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC	1.1298	2.0	2.6
945	Yes	No	23	MED	REHABILITATION W CC/MCC	1.2388	8.2	10.0
946	Yes	No	23	MED	REHABILITATION W/O CC/MCC	1.1159	6.7	7.7
947	Yes	No	23	MED	SIGNS & SYMPTOMS W MCC	1.0922	3.8	5.1
948	Yes	No	23	MED	SIGNS & SYMPTOMS W/O MCC	0.6689	2.8	3.5
949	No	No	23	MED	AFTERCARE W CC/MCC	0.9758	2.7	4.8
950	No	No	23	MED	AFTERCARE W/O CC/MCC	0.5459	2.5	3.4
951	No	No	23	MED	OTHER FACTORS INFLUENCING HEALTH STATUS	0.7239	2.1	4.2
955	No	No	24	SURG	CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA	5.6781	8.9	12.8
